id,name,mass_g,fall,year,latitude,longitude
22567,reid_012,1367,found,1989,-30.5,128.5
23471,seagraves_(c),26810,found,1989,32.98333,-102.56667
23512,sfax,7000,fell,1989,34.75,10.71667
23617,sivas,40000,fell,1989,39.82467,36.13583
23783,tagounite,3300,found,1989,29.96667,-5.6
23803,tanezrouft_002,2347,found,1989,24.4,1.03333
23805,tanezrouft_004,1183,found,1989,25.46667,0.66667
24130,uruachic,13000,found,1989,27.85,-108.23333
24213,warden,7868,found,1989,-23.26667,116.93333
48632,ramlat_as_sahmah_264,1074,found,1989,20.70923,55.42876
77,acfer_068,1805,found,1990,27.55,3.7
80,acfer_071,1379,found,1990,27.63333,4.28333
82,acfer_073,2010,found,1990,27.53333,3.85
84,acfer_075,1453,found,1990,27.51667,3.73333
86,acfer_077,2538,found,1990,27.63333,4.51667
93,acfer_084,6300,found,1990,27.55,3.86667
100,acfer_091,3487,found,1990,27.45,4.11667
107,acfer_098,5500,found,1990,27.46667,3.88333
115,acfer_106,1390,found,1990,27.5,3.9
122,acfer_113,2906,found,1990,27.56667,4.03333
134,acfer_125,3380,found,1990,27.68333,4.35
141,acfer_132,1621,found,1990,27.5,3.76667
143,acfer_134,1161,found,1990,27.76667,4.53333
166,acfer_157,1072,found,1990,27.66667,4.23333
171,acfer_162,1281,found,1990,27.66667,4.01667
175,acfer_166,2476,found,1990,27.51667,4.23333
198,acfer_190,4439,found,1990,27.7,4.3
381,adrar_001,1917,found,1990,28.05,0.16667
403,aguemour_004,1137,found,1990,27.33333,4.5
1254,allan_hills_90411,5836.5,found,1990,-76.98079,156.93013
4881,asuka_9048,8270.54,found,1990,-72,26
5175,burnwell,1504,fell,1990,37.62194,-82.23722
7655,djebel_in-azzene,12500,found,1990,27.86667,0.45
8444,elephant_moraine_90034,1413.6,found,1990,-76.28193,156.40161
9019,elephant_moraine_90610,1450.8,found,1990,-76.18333,157.16667
10084,felt_(b),5590,found,1990,36.58333,-102.7
10910,gheriat_002,1125,found,1990,30.50667,12.215
11486,hammadah_al_hamra_001,19418,found,1990,29,12.23333
11488,hammadah_al_hamra_003,2376,found,1990,28.98333,12.18333
11495,hammadah_al_hamra_010,2079,found,1990,28.65,12.63333
11502,hammadah_al_hamra_019,13431,found,1990,29.06667,12.68333
11523,hammadah_al_hamra_040,4411,found,1990,29.1,11.83333
12058,itqiy,4720,fell,1990,26.59083,-12.95217
17942,nullarbor_002,1076,found,1990,0,0
17946,nullarbor_006,1176,found,1990,0,0
17980,ocotillo,28570,found,1990,32.83333,-116.06667
18064,oyogos-yar,1200,found,1990,72.68333,143.53333
18880,powellsville,4310,found,1990,38.66667,-82.78333
18881,pozo_almonte,7800,found,1990,0,0
19005,queen_alexandra_range_90200,9216.7,found,1990,-84.59784,162.25299
19006,queen_alexandra_range_90201,1282.5,found,1990,-84.59622,162.33977
19008,queen_alexandra_range_90203,1132.1,found,1990,-84.59301,162.78483
22361,quija,17450,fell,1990,44.61667,126.13333
22771,roundup,17590,found,1990,46.78333,-108.56667
23724,sterlitamak,325000,fell,1990,53.66667,55.98333
23740,sulphur_springs_draw,1892,found,1990,32.98333,-102.37833
24288,wisconsin_range_90302,3864.6,found,1990,-84.75,-125
30350,yanzhuang,3500,fell,1990,24.56667,114.16667
31355,zillah_001,1475,found,1990,29.037,17.0185
34061,pallasovka,198000,found,1990,49.86667,46.61167
45814,juderina_spring,2198,found,1990,-25.91667,119.3
55550,leonora,2572,found,1990,-28.84519,121.397
208,acfer_200,1301,found,1991,27.50194,3.92111
214,acfer_206,1229,found,1991,27.69083,4.37861
219,acfer_211,1009,found,1991,27.46472,3.78167
220,acfer_212,1340,found,1991,27.61278,3.71361
227,acfer_219,2611,found,1991,27.52139,3.79139
231,acfer_223,1398,found,1991,27.54194,3.82778
236,acfer_228,2285,found,1991,27.57389,4.11972
252,acfer_244,2045,found,1991,27.52472,3.80972
281,acfer_273,2110,found,1991,27.62194,4.45556
5249,campos_sales,23680,fell,1991,-7.03333,-40.16667
5360,choolkooning_001,2000,found,1991,-29.91667,129.83333
5400,cole_creek,16300,found,1991,41.35,-99.11667
7780,el_atchane_003,9000,found,1991,29.75944,4.20861
7785,el_atchane_008,1397,found,1991,30.06222,4.55722
11882,hidden_valley,7000,found,1991,-19.11667,145.41667
11921,hub,6452,found,1991,34.54,-102.59433
11937,hughes_013,4000,found,1991,-30.66167,129.11667
14696,longtian,350000,found,1991,27.35,108.5
15399,maltahöhe,22270,found,1991,-24.91667,16.98333
16804,mount_tazerzait,110000,fell,1991,18.7,4.8
16825,muckera_005,1200,found,1991,-30.3695,130.05533
18017,o'malley_001,1403,found,1991,-30.75,131.16667
18119,patuxent_range_91500,16540.6,found,1991,-85.07424,-64.46576
18120,patuxent_range_91501,8550.6,found,1991,-84.71667,-64.5
18300,pecora_escarpment_91009,18000,found,1991,-85.6882,-68.33784
18301,pecora_escarpment_91010,3900.6,found,1991,-85.68838,-68.34058
18302,pecora_escarpment_91011,7272.6,found,1991,-85.67367,-69.02959
18303,pecora_escarpment_91012,6091.8,found,1991,-85.66741,-69.00537
18304,pecora_escarpment_91013,3413.1,found,1991,-85.67292,-68.98064
18305,pecora_escarpment_91014,5768,found,1991,-85.67252,-68.97649
18306,pecora_escarpment_91015,3965.9,found,1991,-85.67455,-69.00718
18307,pecora_escarpment_91016,3366.7,found,1991,-85.68834,-68.33712
18308,pecora_escarpment_91017,1420.5,found,1991,-85.68836,-68.34063
18310,pecora_escarpment_91019,1172.5,found,1991,-85.66871,-69.05194
18311,pecora_escarpment_91020,1748.6,found,1991,-85.53899,-70.71877
18314,pecora_escarpment_91023,1402.3,found,1991,-85.68155,-68.4221
22652,rooikop_001,1039,found,1991,-23.08333,14.715
23480,seibert_(b),8600,found,1991,39.27667,-102.88667
23607,sinawan_001,28600,found,1991,31,11.66667
23811,tanezrouft_010,2500,found,1991,26.07306,0.36833
23812,tanezrouft_011,3287,found,1991,25.53389,0.36306
23814,tanezrouft_013,1480,found,1991,25.47556,0.70833
23829,tanezrouft_028,15000,found,1991,25.25306,0.14028
23833,tanezrouft_032,3150,found,1991,25.37056,-0.0225
23835,tanezrouft_034,4720,found,1991,25.43472,-0.09028
23874,taouz_001,2430,found,1991,30.9,-4.23833
23929,thiel_mountains_91701,1086,found,1991,-85.16247,-94.56929
24167,vermillion,34360,found,1991,39.73633,-96.36133
24193,vyatka,45000,found,1991,57.53333,49
24293,wisconsin_range_91603,1092.4,found,1991,-86.52673,-123.68588
24313,wisconsin_range_91623,1180.5,found,1991,-86.53725,-123.12291
306,acfer_298,2000,found,1992,27.70917,4.17444
327,acfer_319,2393,found,1992,27.55194,3.81611
408,aguemour_009,1446,found,1992,27.42861,4.12417
2282,alnif,8000,found,1992,30.66667,-5.16667
5299,cave_creek,1492,found,1992,31.7045,-110.77917
5361,chuckwalla,1802,found,1992,35.25,-118.09067
9403,elephant_moraine_92001,4015.6,found,1992,-76.03785,156.13964000000001
9404,elephant_moraine_92002,1041,found,1992,-76.02353,155.79752
9431,elephant_moraine_92029,2434.2,found,1992,-76.05086,156.00568
9432,elephant_moraine_92030,1151.2,found,1992,-76.07441,155.92739
9433,elephant_moraine_92031,1316.6,found,1992,-76.02319,155.8876
9594,elephant_moraine_92193,22000,found,1992,-76.04222,155.94038
12204,juanita_de_angeles,85000,found,1992,28.41667,-105.08333
15439,maslyanino,26000,found,1992,54.25,84.33333
15455,mbale,150000,fell,1992,1.06667,34.16667
16635,mihonoseki,6380,fell,1992,35.56833,133.22
16641,miles,265000,found,1992,-27.83333,150.33333
17987,o'donnell,12700,found,1992,32.91217,-101.91867
18782,peekskill,12570,fell,1992,41.28333,-73.91667
22413,reckling_peak_92404,1419.9,found,1992,-76.22084,158.40541
22414,reckling_peak_92405,1331.5,found,1992,-76.23065,158.52807
23849,tanezrouft_048,1342,found,1992,25.3975,0.6075
24047,tres_castillos,150000,found,1992,29.47,-105.8
24131,uruaçu,72500,found,1992,-14.53333,-48.76667
24133,ust-nyukzha,44000,found,1992,56.38333,120.46667
52093,campinorte,2000000,found,1992,-14.258,-49.15917
414,aguemour_015,1106,found,1993,27.50972,4.16111
4934,ban_rong_du,16700,fell,1993,16.66667,101.18333
5054,bir_rebaa,7200,found,1993,31.66667,8.41667
5410,colton,19670,found,1993,46.57056,-117.09861
7819,el_tigre,5000,fell,1993,19.96722,-103.05167
10636,frontier_mountain_93005,1665.4,found,1993,-72.96972,160.43778
11971,hughes_047,1100,found,1993,-30.31667,129.73333
19091,queen_alexandra_range_93001,1050.8,found,1993,-84.61702,162.23253
19099,queen_alexandra_range_93010,6214.9,found,1993,-84.63092,162.50513
19100,queen_alexandra_range_93011,7459.8,found,1993,-84.61597,162.44741
19101,queen_alexandra_range_93012,8000,found,1993,-84.57534,162.93682
19102,queen_alexandra_range_93013,1993.7,found,1993,-84.63018,162.4923
19103,queen_alexandra_range_93014,1767.2,found,1993,-84.62384,162.44194
19104,queen_alexandra_range_93015,2502,found,1993,-84.53526,162.70072
19105,queen_alexandra_range_93016,1979.6,found,1993,-84.61914,162.43054
19108,queen_alexandra_range_93019,2570,found,1993,-84.61638,161.91357
19110,queen_alexandra_range_93021,2100.3,found,1993,-84.57836,162.96276
19111,queen_alexandra_range_93022,2202.3,found,1993,-84,168
19115,queen_alexandra_range_93026,1258.7,found,1993,-84.63074,162.5054
19116,queen_alexandra_range_93027,1109.6,found,1993,-84.57278,162.08628
23668,songyuan,36900,fell,1993,45.25,125
4952,barrilla,11100,found,1994,30.78333,-103.46667
4957,baszkówka,15500,fell,1994,52.03333,20.93583
4980,baygorria,80000,found,1994,-33,-56
5146,broken_hill,34000,found,1994,-31.83333,141.76667
6696,devri-khera,1140,fell,1994,24.225,76.525
11531,hammadah_al_hamra_048,1002,found,1994,28.49033,13.3055
11534,hammadah_al_hamra_051,12000,found,1994,28.8435,12.99683
11535,hammadah_al_hamra_052,2765,found,1994,28.91367,13.0865
11539,hammadah_al_hamra_056,1080,found,1994,28.673,13.16467
11554,hammadah_al_hamra_071,1828,found,1994,29.2125,12.52183
11561,hammadah_al_hamra_078,1167,found,1994,29.189,12.26583
14678,lohawat,40000,fell,1994,26.96556,72.62667
14684,lonewolf_nunataks_94100,1947.1,found,1994,-81.33333,152.83333
14685,lonewolf_nunataks_94101,2804.6,found,1994,-81.33333,152.83333
14687,lonewolf_nunataks_94103,9000,found,1994,-81.33333,152.83333
14688,lonewolf_nunataks_94104,10172,found,1994,-81.33333,152.83333
14689,lonewolf_nunataks_94105,5086.1,found,1994,-81.33333,152.83333
14690,lonewolf_nunataks_94106,1554,found,1994,-81.33333,152.83333
16722,mont_dieu,360000,found,1994,49.55,4.86667
16954,new_halfa,12000,fell,1994,15.36667,35.68333
18092,pampa_providencia,12400,found,1994,-24.45,-69.57167
19844,queen_alexandra_range_94202,6501.1,found,1994,-84,168
19845,queen_alexandra_range_94203,2394.3,found,1994,-84,168
19846,queen_alexandra_range_94204,2427.9,found,1994,-84,168
19847,queen_alexandra_range_94205,2484.3,found,1994,-84,168
19849,queen_alexandra_range_94207,1537.4,found,1994,-84,168
19850,queen_alexandra_range_94208,1587.5,found,1994,-84,168
19851,queen_alexandra_range_94209,1585,found,1994,-84,168
19855,queen_alexandra_range_94213,1227,found,1994,-84,168
22374,rainbow,1553,found,1994,-35.90667,141.855
22781,rumanová,4300,found,1994,48.348,17.866
23185,sarir_tibesti_001,6697,found,1994,24.297,18.41433
23658,snyder_hill,1160,found,1994,32.15833,-111.11333
23733,st-robert,25400,fell,1994,45.96861,-72.97806
23876,tarahumara,2500,found,1994,28.5,-106.25
34496,mercedes,3301,found,1994,-34.66667,-59.33333
47341,dumont,27420,found,1994,33.81667,-100.51667
54859,corn,5176,found,1994,35.405,-98.74889
5518,dar_al_gani_002,5105,found,1995,27.1255,16.05817
5519,dar_al_gani_003,2020,found,1995,27.12633,16.03067
5521,dar_al_gani_005,1932,found,1995,27.1565,15.9525
5522,dar_al_gani_006,3130,found,1995,27.16983,15.9255
5524,dar_al_gani_008,1925,found,1995,27.15833,16.11467
5525,dar_al_gani_009,2235,found,1995,27.15267,16.1565
5535,dar_al_gani_019,3096,found,1995,27.08083,16.201
5536,dar_al_gani_020,1190,found,1995,27.07717,16.19317
5545,dar_al_gani_029,1620,found,1995,27.20167,16.093
5552,dar_al_gani_036,1214,found,1995,27.10383,16.30867
5560,dar_al_gani_044,1741,found,1995,27.13933,16.27267
5561,dar_al_gani_045,1010,found,1995,27.14617,16.16367
5566,dar_al_gani_050,1808,found,1995,27.3055,16.20917
5574,dar_al_gani_058,1490,found,1995,27.279,16.21733
5577,dar_al_gani_061,3130,found,1995,27.45767,16.28017
5591,dar_al_gani_075,1025,found,1995,27.19967,16.03567
7706,dong_ujimqin_qi,128800,fell,1995,45.5,119.03333
10072,falsey_draw,4180,found,1995,33.84333,-103.93667
10850,galkiv,5000,fell,1995,51.68333,30.78333
10856,garabato,160000,found,1995,-28.86667,-60.2
10940,gold_basin,61000,found,1995,35.875,-114.23333
10960,graves_nunataks_95200,25066.1,found,1995,-86.71667,-141.5
10961,graves_nunataks_95201,2990.5,found,1995,-86.71667,-141.5
10962,graves_nunataks_95202,2006.4,found,1995,-86.71667,-141.5
10963,graves_nunataks_95203,1205.9,found,1995,-86.71667,-141.5
10964,graves_nunataks_95204,1173.7,found,1995,-86.71667,-141.5
10965,graves_nunataks_95205,1459.8,found,1995,-86.71667,-141.5
11228,grosvenor_mountains_95500,10000,found,1995,-85.66667,175
11229,grosvenor_mountains_95501,8000,found,1995,-85.66667,175
11230,grosvenor_mountains_95502,5362.7,found,1995,-85.66667,175
11231,grosvenor_mountains_95503,4801.5,found,1995,-85.66667,175
11232,grosvenor_mountains_95504,4018.3,found,1995,-85.66667,175
11233,grosvenor_mountains_95505,2031,found,1995,-85.66667,175
11234,grosvenor_mountains_95506,1194.5,found,1995,-85.66667,175
11236,grosvenor_mountains_95508,1271.6,found,1995,-85.66667,175
11237,grosvenor_mountains_95509,1014,found,1995,-85.66667,175
11238,grosvenor_mountains_95510,1097.3,found,1995,-85.66667,175
11246,grosvenor_mountains_95518,1342.4,found,1995,-85.66667,175
11563,hammadah_al_hamra_080,1200,found,1995,28.6495,13.02133
11570,hammadah_al_hamra_087,22114,found,1995,28.59583,13.269
11572,hammadah_al_hamra_089,1379,found,1995,28.46717,13.317
11573,hammadah_al_hamra_090,1914,found,1995,28.4875,13.22417
11580,hammadah_al_hamra_097,5580,found,1995,28.62167,13.45033
11582,hammadah_al_hamra_099,1720,found,1995,28.636,13.37917
11584,hammadah_al_hamra_101,1455,found,1995,28.662,13.29733
11586,hammadah_al_hamra_103,4760,found,1995,28.61817,13.1715
11589,hammadah_al_hamra_106,1750,found,1995,28.579,13.33033
11591,hammadah_al_hamra_108,2990,found,1995,28.57567,13.295
11592,hammadah_al_hamra_109,4777,found,1995,28.5885,12.95283
11594,hammadah_al_hamra_111,1304,found,1995,28.623169999999998,13.13167
11598,hammadah_al_hamra_115,2249,found,1995,28.55917,13.009
11599,hammadah_al_hamra_116,6250,found,1995,28.91617,13.0485
11601,hammadah_al_hamra_118,4382,found,1995,28.66833,13.34467
11606,hammadah_al_hamra_123,1010,found,1995,28.47517,13.19633
11607,hammadah_al_hamra_124,5130,found,1995,28.47233,13.18183
11608,hammadah_al_hamra_125,6400,found,1995,28.466,13.12417
11609,hammadah_al_hamra_126,1998,found,1995,28.475,12.9465
11614,hammadah_al_hamra_131,3295,found,1995,28.46683,12.89467
11619,hammadah_al_hamra_136,4093,found,1995,28.5305,13.38917
11622,hammadah_al_hamra_139,1632,found,1995,28.50967,12.96633
11625,hammadah_al_hamra_142,3600,found,1995,28.47817,13.01983
11627,hammadah_al_hamra_144,1940,found,1995,28.51383,13.00717
11629,hammadah_al_hamra_146,2650,found,1995,28.62533,12.8745
11630,hammadah_al_hamra_147,6600,found,1995,28.66017,12.75
11631,hammadah_al_hamra_148,15770,found,1995,28.71967,12.86433
11634,hammadah_al_hamra_151,1332,found,1995,28.651,13.46833
11636,hammadah_al_hamra_153,50000,found,1995,28.60033,13.5775
11638,hammadah_al_hamra_155,4055,found,1995,28.58817,13.45083
11912,hot_springs,4700,found,1995,39.66667,-118.96667
16786,mount_prestrud_95400,2431.8,found,1995,-86.56667,-165.11667
16810,mount_wisting_95300,2733,found,1995,-86.45,-165.43333
22609,rio_limay,280000,found,1995,-39.85,-69.48333
23181,sarir_qattusah_002,2180,found,1995,26.812,15.87467
23588,sierra_colorada,71300,found,1995,-40.8,-67.48333
23594,silao,1710,fell,1995,20.93333,-101.38333
23791,talampaya,1421,fell,1995,0,0
24277,willow_grove,11700,found,1995,-38.10306,146.18111
30758,new_raymer,3400,found,1995,40.62583,-103.84033
55379,ackerly,3046,found,1995,32.59033,-101.77217
4890,attica,5622,found,1996,37.25,-98.13333
5616,dar_al_gani_100,4840,found,1996,27.12117,16.10883
5657,dar_al_gani_107,1510,found,1996,27.1345,16.08933
5668,dar_al_gani_118,1770,found,1996,27.25483,16.00667
5691,dar_al_gani_142,1225,found,1996,27.24733,16.39733
5696,dar_al_gani_148,1006,found,1996,27.04567,16.3795
5703,dar_al_gani_155,1380,found,1996,27.15617,16.029
5715,dar_al_gani_167,1732,found,1996,27.18367,16.11583
5723,dar_al_gani_175,1641,found,1996,27.11783,16.08533
5728,dar_al_gani_180,1700,found,1996,27.2645,16.40867
5737,dar_al_gani_189,3370,found,1996,27.18283,15.94233
5738,dar_al_gani_190,2550,found,1996,27.16467,15.943
5739,dar_al_gani_191,1379,found,1996,27.1615,15.95083
5740,dar_al_gani_192,3145,found,1996,27.12817,16.004
5747,dar_al_gani_199,1699,found,1996,27.058,16.40217
5753,dar_al_gani_205,2195,found,1996,27.643,15.90167
5763,dar_al_gani_215,3600,found,1996,27.1275,16.104
5765,dar_al_gani_217,3550,found,1996,27.13083,16.13233
9614,elephant_moraine_96020,1307.5,found,1996,-76.18333,157.16667
9621,elephant_moraine_96027,2038.3,found,1996,-76.18333,157.16667
10091,fermo,10200,fell,1996,43.18111,13.75333
11187,great_sand_sea_007,1450,found,1996,26.91028,26.15167
11435,guangmingshan,2910,fell,1996,39.80417,122.76389
11650,hammadah_al_hamra_167,1055,found,1996,28.876830000000002,12.42017
11654,hammadah_al_hamra_171,1195,found,1996,28.61883,13.36267
11656,hammadah_al_hamra_173,45000,found,1996,28.63667,13.1965
11658,hammadah_al_hamra_175,1582,found,1996,28.63183,13.086
11659,hammadah_al_hamra_176,1147,found,1996,28.6595,13.30567
11664,hammadah_al_hamra_181,1133,found,1996,28.5845,12.9045
11666,hammadah_al_hamra_183,5000,found,1996,28.61067,13.33417
11667,hammadah_al_hamra_184,2010,found,1996,28.48067,13.03133
11668,hammadah_al_hamra_185,1645,found,1996,28.698,13.31933
11669,hammadah_al_hamra_186,1280,found,1996,28.71217,13.27367
11677,hammadah_al_hamra_194,1255,found,1996,28.65517,13.47017
12347,korra_korrabes,140000,found,1996,-25.2,18.08333
16560,meteorite_hills_96501,4939.3,found,1996,-79.68333,155.75
16571,meteorite_hills_96512,2133.5,found,1996,-79.68333,159.75
16769,mount_dewitt_96600,1644.4,found,1996,-77.2,159.83333
18831,piplia_kalan,42000,fell,1996,26.03472,73.94167
22383,rammya,2481,found,1996,31.16667,-3.91667
24128,uruq_al_hadd_002,3700,found,1996,18.5,52.16667
47701,bouri,9100,found,1996,10.26667,40.56667
56552,rencoret_001,1992,found,1996,-23.17556,-69.71833
9,abu_moharek,4500,found,1997,27.23944,29.83583
385,adrar_madet,1113,found,1997,18.5,10.4
5166,bur-abor,290000,found,1997,3.98333,41.65
5309,cerro_del_inca,20600,found,1997,-22.21667,-68.90833
5780,dar_al_gani_232,1338,found,1997,27.16583,16.08617
5796,dar_al_gani_248,1890,found,1997,27.20667,16.2045
5799,dar_al_gani_251,2412,found,1997,27.11583,16.376830000000002
5804,dar_al_gani_256,7141,found,1997,27.06117,16.17817
5842,dar_al_gani_294,1616,found,1997,27.202,16.36733
5846,dar_al_gani_298,2459,found,1997,26.78917,16.70467
5861,dar_al_gani_313,3294,found,1997,26.80733,15.9015
5866,dar_al_gani_318,4236,found,1997,27.14317,15.873
5870,dar_al_gani_322,1126,found,1997,27.09917,16.14033
5871,dar_al_gani_323,2711,found,1997,28.3,15.7175
5881,dar_al_gani_333,1050,found,1997,27.13017,16.23183
5917,dar_al_gani_369,1001,found,1997,27.94867,15.90133
5939,dar_al_gani_391,1605,found,1997,27.35683,16.167
6035,dar_al_gani_487,8189,found,1997,27.38333,16.41667
6036,dar_al_gani_488,3259,found,1997,27.26667,16.11667
6037,dar_al_gani_489,2146,found,1997,27.13333,16.08333
6045,dar_al_gani_497,1604,found,1997,27.20333,16.0715
6048,dar_al_gani_500,1030,found,1997,27.33083,16.28317
6050,dar_al_gani_502,4242,found,1997,27.28883,16.11533
6069,dar_al_gani_521,1567,found,1997,27.311,16.234
6092,dar_al_gani_544,1589,found,1997,26.96333,16.45933
6099,dar_al_gani_551,5265,found,1997,27.27683,16.12567
6106,dar_al_gani_558,1125,found,1997,27.54767,15.847
6117,dar_al_gani_570,1250,found,1997,27.547,15.85933
6194,dar_al_gani_647,1425,found,1997,27.16667,16.13333
6281,dar_al_gani_734,1378,found,1997,27.13183,16.05
6496,dar_al_gani_956,15000,found,1997,27.13267,15.9925
7806,el_hammami,240000,found,1997,23.28333,-10.81667
11688,hammadah_al_hamra_205,1880,found,1997,28.56517,13.27633
11689,hammadah_al_hamra_206,1100,found,1997,28.58883,13.334
11696,hammadah_al_hamra_213,1209,found,1997,28.482,13.31867
11697,hammadah_al_hamra_214,1637,found,1997,28.50267,13.23133
11700,hammadah_al_hamra_217,1267,found,1997,28.548,13.0285
11701,hammadah_al_hamra_218,2540,found,1997,28.64483,13.323
11703,hammadah_al_hamra_220,4153,found,1997,28.932,12.62533
11704,hammadah_al_hamra_221,1227,found,1997,29.22083,11.54067
11705,hammadah_al_hamra_222,3393,found,1997,29.187,11.60167
11706,hammadah_al_hamra_223,2833,found,1997,29.18633,11.60567
11708,hammadah_al_hamra_225,2469,found,1997,28.95933,12.334
11710,hammadah_al_hamra_227,1920,found,1997,28.66,12.64833
11719,hammadah_al_hamra_236,8261,found,1997,28.52633,13.06517
11720,hammadah_al_hamra_237,3173,found,1997,28.60933,13.04917
11723,hammadah_al_hamra_240,1624,found,1997,29.44983,11.36117
11724,hammadah_al_hamra_241,1579,found,1997,29.44367,11.35383
11725,hammadah_al_hamra_242,1440,found,1997,29.04117,12.88567
11731,hammadah_al_hamra_248,2345,found,1997,28.643,12.77533
11733,hammadah_al_hamra_250,2650,found,1997,28.82867,12.92833
12203,juancheng,100000,fell,1997,35.5,115.41667
12310,kimba,1492,found,1997,-33.21667,136.41667
18889,primm,3383,found,1997,35.66667,-115.36667
20408,queen_alexandra_range_97001,2358.3,found,1997,-84,168
20409,queen_alexandra_range_97002,1384.3,found,1997,-84,168
20410,queen_alexandra_range_97003,1384.3,found,1997,-84,168
20413,queen_alexandra_range_97006,4057.5,found,1997,-84,168
20419,queen_alexandra_range_97012,1272.5,found,1997,-84,168
20425,queen_alexandra_range_97018,2883.9,found,1997,-84,168
22814,sahara_97001,25450,found,1997,0,0
22815,sahara_97002,2540,found,1997,0,0
22816,sahara_97003,1251,found,1997,0,0
22824,sahara_97012,1430,found,1997,0,0
22844,sahara_97035,9750,found,1997,0,0
22845,sahara_97036,9905,found,1997,0,0
22850,sahara_97044,2100,found,1997,0,0
22854,sahara_97049,2060,found,1997,0,0
22873,sahara_97070,1250,found,1997,0,0
22875,sahara_97072,1270,found,1997,0,0
22890,sahara_97087,11210,found,1997,0,0
22893,sahara_97090,2510,found,1997,0,0
22894,sahara_97091,6140,found,1997,0,0
22896,sahara_97093,1359,found,1997,0,0
22897,sahara_97095,7304,found,1997,0,0
22898,sahara_97096,2516,found,1997,0,0
22899,sahara_97097,12300,found,1997,0,0
22948,sahara_97153,3790,found,1997,0,0
22952,sahara_97158,1050,found,1997,0,0
22966,sahara_97172,1159,found,1997,0,0
22968,sahara_97175,2138,found,1997,0,0
22969,sahara_97176,1165,found,1997,0,0
22972,sahara_97179,1080,found,1997,0,0
22974,sahara_97181,2230,found,1997,0,0
22975,sahara_97182,1240,found,1997,0,0
22996,sahara_97210,3200,found,1997,0,0
22997,sahara_97211,4140,found,1997,0,0
23673,souslovo,19300,found,1997,55.4295,55.78727
23991,tiffa_001,26900,found,1997,19.949,11.933
23992,tiffa_002,4705,found,1997,19.696,11.52683
23994,tiffa_004,1362,found,1997,19.955,11.87517
24005,tindouf,1550,found,1997,27.75,-8.13333
24188,vissannapeta,1303.8,fell,1997,16.83333,80.75
24337,worden,1551,fell,1997,42.38467,-83.6115
4988,bechar_001,39000,found,1998,30.83333,-3.33333
4989,bechar_002,12000,found,1998,30.83333,-3.33333
5155,bruceville,83000,found,1998,38.295,-121.405
5313,chadong,3700,fell,1998,28.53333,109.31667
5945,dar_al_gani_397,1008,found,1998,27.81833,15.91533
5947,dar_al_gani_399,11455,found,1998,27.86667,15.94283
5948,dar_al_gani_400,1425,found,1998,27.3695,16.19883
5950,dar_al_gani_402,1861,found,1998,27.814,15.9115
5954,dar_al_gani_406,5100,found,1998,28.14033,15.82383
5980,dar_al_gani_432,1555,found,1998,27.4475,15.985
5988,dar_al_gani_440,1561,found,1998,27.48333,16.263
6001,dar_al_gani_453,1896,found,1998,27.804,15.935
6003,dar_al_gani_455,2670,found,1998,27.80517,15.92667
6007,dar_al_gani_459,1082,found,1998,27.814330000000002,15.9145
6008,dar_al_gani_460,2310,found,1998,27.80383,15.921
6009,dar_al_gani_461,1228,found,1998,28.019,15.86333
6011,dar_al_gani_463,1916,found,1998,27.01167,15.86483
6014,dar_al_gani_466,1296,found,1998,28.01,15.845
6015,dar_al_gani_467,1731,found,1998,28.00883,15.84283
6018,dar_al_gani_470,4152,found,1998,27.78533,15.95233
6024,dar_al_gani_476,2015,found,1998,27.35267,16.20067
6025,dar_al_gani_477,16128,found,1998,27.74767,16.003
6026,dar_al_gani_478,7367,found,1998,27.75467,15.98183
6122,dar_al_gani_575,3200,found,1998,27.217,16.38917
6134,dar_al_gani_587,1105,found,1998,27.1515,16.083
6140,dar_al_gani_593,1040,found,1998,27.63917,15.881
6142,dar_al_gani_595,14931,found,1998,27.63917,15.90133
6147,dar_al_gani_600,1190,found,1998,26.91633,16.67483
6149,dar_al_gani_602,1055,found,1998,26.99317,16.13933
6153,dar_al_gani_606,1362,found,1998,26.879,16.69783
6155,dar_al_gani_608,1870,found,1998,26.97033,16.36083
6157,dar_al_gani_610,44000,found,1998,26.85,16.73333
6159,dar_al_gani_612,1492,found,1998,27.26917,16.364
6166,dar_al_gani_619,1050,found,1998,27.47883,16.30367
6171,dar_al_gani_624,1750,found,1998,27.3705,16.18833
6182,dar_al_gani_635,1390,found,1998,26.90483,16.679
6183,dar_al_gani_636,2975,found,1998,26.881,16.54917
6184,dar_al_gani_637,1149,found,1998,26.88217,16.65167
6185,dar_al_gani_638,8170,found,1998,26.95,16.15
6188,dar_al_gani_641,1030,found,1998,26.96417,16.46917
6284,dar_al_gani_737,1053,found,1998,27.1895,16.0645
6288,dar_al_gani_741,20500,found,1998,27.08167,16.28333
6289,dar_al_gani_742,2222,found,1998,27.13333,16.05
6293,dar_al_gani_746,2300,found,1998,27.15217,16.10317
6406,dar_al_gani_859,2517,found,1998,26.98067,16.34633
6448,dar_al_gani_901,9000,found,1998,27.88083,16.9135
6509,dar_al_gani_969,3145,found,1998,26.98017,16.34967
6604,dashoguz,7000,fell,1998,41.98444,59.685
10171,foum_zguid,6000,found,1998,30.06667,-6.9
10993,graves_nunataks_98001,7296.7,found,1998,-86.71667,-141.5
